"","x"
"1361","BMPR1A"
"1362","PRL"
"1363","C6orf130"
"1364","STAG2"
"1365","LRTOMT"
"1366","LOC646813"
"1367","SCARNA9"
"1368","CD55"
"1369","RPS23"
"1370","SSX2"
"1371","SNORD15A"
"1372","FDPSL2A"
"1373","FBXO27"
"1374","SYNGR3"
"1375","TMSL3"
"1376","EML1"
"1377","C6orf103"
"1378","SMAD3"
"1379","NUP93"
"1380","LOC148189"
"1381","C14orf182"
"1382","TBC1D12"
"1383","MRVI1"
"1384","ZNF581"
"1385","CDK12"
"1386","ELOVL3"
"1387","OR51Q1"
"1388","CACNB3"
"1389","GALNT13"
"1390","C10orf84"
"1391","SPO11"
"1392","NEDD4"
"1393","NEK4"
"1394","PRKAR2A"
"1395","ATP6V0B"
"1396","CACNA1E"
"1397","CEACAM8"
"1398","SKP1"
"1399","PEX14"
"1400","ZBTB38"
"1401","LOC100130894"
"1402","FYCO1"
"1403","FBLIM1"
"1404","CMTM1"
"1405","RAPH1"
"1406","PLTP"
"1407","C20orf201"
"1408","MINK1"
"1409","SLC25A1"
"1410","EZH2"
"1411","DOCK8"
"1412","PLEKHB1"
"1413","GRB7"
"1414","ZFP37"
"1415","MRPL33"
"1416","SNORA21"
"1417","RNASEK"
"1418","PELO"
"1419","C9orf27"
"1420","ARMC1"
"1421","C9orf37"
"1422","TMEM66"
"1423","SPRN"
"1424","HBEGF"
"1425","PI4KA"
"1426","MT1IP"
"1427","POU2AF1"
"1428","LEPRE1"
"1429","MRPL12"
"1430","LOC150776"
"1431","MIR192"
"1432","REP15"
"1433","ZC3H3"
"1434","RASAL1"
"1435","DDAH1"
"1436","ACBD5"
"1437","TMC2"
"1438","UGT2B15"
"1439","TIPARP"
"1440","SAMD13"
"1441","CCDC137"
"1442","DNASE1L3"
"1443","DHRS7C"
"1444","SRSF2IP"
"1445","EXD2"
"1446","TRIM72"
"1447","DBX2"
"1448","IPO8"
"1449","C21orf88"
"1450","MAP3K14"
"1451","LOC643955"
"1452","PIBF1"
"1453","CCNI2"
"1454","PDE6D"
"1455","ZNF117"
"1456","NKRF"
"1457","CLK2"
"1458","TNFSF15"
"1459","DUSP2"
"1460","SECISBP2"
"1461","PPAP2C"
"1462","PIK3C3"
"1463","PAG1"
"1464","GNG10"
"1465","APOL4"
"1466","C11orf34"
"1467","SNORA40"
"1468","GPCPD1"
"1469","LOC388789"
"1470","ANKRD28"
"1471","STMN3"
"1472","RAB14"
"1473","CDK2AP2"
"1474","HDDC3"
"1475","CXCR2"
"1476","COMMD7"
"1477","EMBP1"
"1478","CXXC1"
"1479","HMCN1"
"1480","ESYT3"
"1481","CD40"
"1482","DYNC1LI2"
"1483","EFCAB7"
"1484","GDI1"
"1485","LOC646938"
"1486","VSNL1"
"1487","HEPN1"
"1488","PIH1D1"
"1489","RAET1G"
"1490","KRTAP5-9"
"1491","EFTUD2"
"1492","ZNF311"
"1493","HSPB11"
"1494","VIPAR"
"1495","SCN4A"
"1496","OR2W3"
"1497","MED10"
"1498","ATP6V1G3"
"1499","FAM135A"
"1500","ARHGAP4"
"1501","EHMT2"
"1502","UFD1L"
"1503","WTIP"
"1504","FLJ25363"
"1505","ERMP1"
"1506","THAP8"
"1507","HACE1"
"1508","C3orf20"
"1509","SCD5"
"1510","LASS6"
"1511","LSG1"
"1512","MAL"
"1513","GPR22"
"1514","WDR5B"
"1515","ACTRT1"
"1516","C17orf60"
"1517","RD3"
"1518","GRIN2C"
"1519","ARMC8"
"1520","SLC47A1"
"1521","DMPK"
"1522","DEFB105B"
"1523","MTRNR2L6"
"1524","MIR3198"
"1525","LOC100128071"
"1526","DHRS13"
"1527","SMC1A"
"1528","SMYD5"
"1529","TUSC2"
"1530","CRHR2"
"1531","CCDC155"
"1532","BEYLA"
"1533","SLC22A20"
"1534","MGC12982"
"1535","LOC415056"
"1536","PDZD9"
"1537","KIR3DL2"
"1538","GAGE12J"
"1539","CCDC104"
"1540","ATP2C1"
"1541","MAMSTR"
"1542","KRTAP10-1"
"1543","CROT"
"1544","PABPC3"
"1545","EGR1"
"1546","THSD1"
"1547","KHK"
"1548","SLC12A2"
"1549","CD58"
"1550","LOC390732"
"1551","TMEM8A"
"1552","STOX2"
"1553","LOC728855"
"1554","CCDC76"
"1555","CCDC48"
"1556","DNAH1"
"1557","ZIC4"
"1558","OR1G1"
"1559","PSMC6"
"1560","PROKR1"
"1561","ABCB1"
"1562","STRADA"
"1563","LLGL1"
"1564","GAGE12C"
"1565","USP54"
"1566","MTF1"
"1567","PAGE2B"
"1568","ITGB7"
"1569","CCDC81"
"1570","PRH1"
"1571","LOC149837"
"1572","CHKB"
"1573","SCUBE1"
"1574","ZSCAN10"
"1575","HUWE1"
"1576","C3orf48"
"1577","CDH17"
"1578","CD180"
"1579","TMPO"
"1580","LYRM5"
"1581","KIAA1524"
"1582","GNAT3"
"1583","HDGFRP3"
"1584","ACCS"
"1585","RRAS2"
"1586","OXCT1"
"1587","LTBP2"
"1588","SV2B"
"1589","PKD1L2"
"1590","CYP2A6"
"1591","ZNF826"
"1592","PPM1M"
"1593","LOC100132356"
"1594","ZNF502"
"1595","GP6"
"1596","CRYBA2"
"1597","LEF1"
"1598","CTPS"
"1599","EYA1"
"1600","EPS8L1"
"1601","MAPK14"
"1602","GTF2F2"
"1603","TRIM78P"
"1604","HPR"
"1605","C18orf2"
"1606","SATB2"
"1607","RRP36"
"1608","MOCS3"
"1609","PPHLN1"
"1610","C17orf71"
"1611","HIST1H2BN"
"1612","RAPGEF1"
"1613","MAP3K8"
"1614","DLG4"
"1615","STC1"
"1616","NCCRP1"
"1617","DDX26B"
"1618","NCRNA00182"
"1619","CPSF3"
"1620","TMEM14A"
"1621","LOC100499405"
"1622","FAM18A"
"1623","MYH3"
"1624","GPKOW"
"1625","YY1AP1"
"1626","SULT1A1"
"1627","SPON1"
"1628","RAB23"
"1629","PLA2G4A"
"1630","MAPRE3"
"1631","ZNF516"
"1632","GGPS1"
"1633","EXOC3L2"
"1634","C19orf42"
"1635","MAP2K2"
"1636","LOC100287114"
"1637","HIST1H2BB"
"1638","RNF19B"
"1639","C14orf34"
"1640","ANO2"
"1641","TLR8"
"1642","PCDHA9"
"1643","CARS2"
"1644","ARHGEF35"
"1645","RHAG"
"1646","OR2AK2"
"1647","CLUL1"
"1648","UNK"
"1649","EXOC8"
"1650","C9orf95"
"1651","C14orf143"
"1652","LOC338963"
"1653","MAML3"
"1654","SAMD1"
"1655","RSPO4"
"1656","LDHA"
"1657","MRPL20"
"1658","PHF19"
"1659","C8orf55"
"1660","ATP5S"
"1661","TTC5"
"1662","KRTAP13-4"
"1663","XKR5"
"1664","SILV"
"1665","TEX28"
"1666","TCTN1"
"1667","LOC442459"
"1668","SPDYE3"
"1669","PPP2R5C"
"1670","CAPG"
"1671","MPZL1"
"1672","ARSB"
"1673","TDH"
"1674","TSSK3"
"1675","ANKRD30BL"
"1676","CRISPLD1"
"1677","PRR5-ARHGAP8"
"1678","SNORA51"
"1679","MAD1L1"
"1680","SPIN4"
"1681","LOC283174"
"1682","AMPD1"
"1683","DPYSL5"
"1684","INPP1"
"1685","LOC643201"
"1686","ANKRD11"
"1687","NPAS4"
"1688","GCET2"
"1689","NFKBID"
"1690","RNASE9"
"1691","GUCY2D"
"1692","FGF4"
"1693","CPM"
"1694","LOC400654"
"1695","UOX"
"1696","SLC26A4"
"1697","PLD5"
"1698","FAM59A"
"1699","SIPA1L1"
"1700","FBXO5"
"1701","DPYS"
"1702","ATG4D"
"1703","TGM3"
"1704","PWRN1"
"1705","MTCH1"
"1706","HK1"
"1707","CDC26"
"1708","GALNT12"
"1709","ORC4L"
"1710","MRPL35"
"1711","SNORD5"
"1712","TNKS"
"1713","C2orf24"
"1714","DNAJC25-GNG10"
"1715","CXXC1P1"
"1716","ZNF497"
"1717","SLC30A4"
"1718","TUB"
"1719","ARHGEF18"
"1720","KCNK1"
"1721","ARRB1"
"1722","SCAMP5"
"1723","RUNDC3B"
"1724","EREG"
"1725","LOC100499177"
"1726","IL17RB"
"1727","ADAMTS20"
"1728","SNORD24"
"1729","MCAM"
"1730","POLR3E"
"1731","OR7C1"
"1732","AQR"
"1733","PMS2L2"
"1734","IPMK"
"1735","CDCA7"
"1736","CAMP"
"1737","TBC1D26"
"1738","GRHL3"
"1739","DCAF8L2"
"1740","ADAMTSL2"
"1741","RPL13AP5"
"1742","DENND5B"
"1743","CLMN"
"1744","SSTR3"
"1745","MAGEA5"
"1746","OVOL2"
"1747","RBL2"
"1748","PYGO2"
"1749","PPP1R10"
"1750","CSE1L"
"1751","RDH16"
"1752","LCA5"
"1753","ASRGL1"
"1754","TOM1"
"1755","LOC645434"
"1756","PTX3"
"1757","TTC15"
"1758","SPANXB2"
"1759","SCGB3A1"
"1760","MRPL50"
"1761","SLC26A11"
"1762","RCAN3"
"1763","LOC100132077"
"1764","STYX"
"1765","POM121L2"
"1766","CINP"
"1767","40975"
"1768","VCX"
"1769","PFKM"
"1770","SGMS1"
"1771","RIOK3"
"1772","C1orf110"
"1773","HERC2P4"
"1774","CES7"
"1775","LOC440248"
"1776","SRGAP2P2"
"1777","PPP1R12C"
"1778","GRAMD4"
"1779","ATG9A"
"1780","MRPS26"
"1781","TMEM40"
"1782","ELP3"
"1783","ZNF787"
"1784","GPAT2"
"1785","HIAT1"
"1786","PELI1"
"1787","C8orf34"
"1788","PPT1"
"1789","SLC35C2"
"1790","C6orf125"
"1791","DEFB131"
"1792","MUC4"
"1793","RFC4"
"1794","SNORD34"
"1795","GNB2"
"1796","NUP50"
"1797","SULT4A1"
"1798","KAT2A"
"1799","C7"
"1800","CCDC130"
"1801","ARRDC4"
"1802","RQCD1"
"1803","GLYCTK"
"1804","MTUS1"
"1805","LEMD3"
"1806","PLEKHF2"
"1807","GAGE2D"
"1808","HOXA7"
"1809","GTF3C2"
"1810","DYNLRB2"
"1811","CNOT10"
"1812","MR1"
"1813","FFAR1"
"1814","PRIC285"
"1815","SLITRK6"
"1816","LIX1"
"1817","GEMC1"
"1818","ATL3"
"1819","F8"
"1820","KPNA5"
"1821","ACHE"
"1822","TNFRSF12A"
"1823","EGR3"
"1824","C5orf54"
"1825","SERPIND1"
"1826","OASL"
"1827","IFRD1"
"1828","WDFY1"
"1829","ZNF267"
"1830","ACCN5"
"1831","ZBTB6"
"1832","PPP1R3A"
"1833","PRRT3"
"1834","FBXL19"
"1835","TXNIP"
"1836","LOC723809"
"1837","ACTN2"
"1838","ATG9B"
"1839","C9orf117"
"1840","IL27"
"1841","RPL36AL"
"1842","KLK15"
"1843","RAP2B"
"1844","HEBP2"
"1845","CHAD"
"1846","TLR3"
"1847","CAMK2G"
"1848","SRSF8"
"1849","HMGB2"
"1850","FGF14"
"1851","TRPM5"
"1852","KIF3B"
"1853","C15orf51"
"1854","PRICKLE2"
"1855","CSRNP3"
"1856","MTMR9"
"1857","LOC100287834"
"1858","C3orf27"
"1859","FAM25B"
"1860","NSDHL"
"1861","GLRA3"
"1862","POLR2D"
"1863","MYADML"
"1864","C9orf114"
"1865","DMRTA2"
"1866","MRGPRX1"
"1867","TOPORS"
"1868","CLDN19"
"1869","C1QL4"
"1870","RNF165"
"1871","DHRS9"
"1872","LOC732275"
"1873","FXR1"
"1874","DNAH2"
"1875","ZMYM3"
"1876","C21orf15"
"1877","CASP3"
"1878","FAM120C"
"1879","FAM200B"
"1880","SCLY"
"1881","LOC440926"
"1882","CA7"
"1883","LOC100131366"
"1884","ENTPD5"
"1885","ZNF461"
"1886","PDIA5"
"1887","TMEM67"
"1888","WDR47"
"1889","KCTD20"
"1890","KLRF1"
"1891","CLDN12"
"1892","PRKCE"
"1893","ITGAM"
"1894","WDR31"
"1895","SKA3"
"1896","RGS2"
"1897","TBC1D3F"
"1898","MST1R"
"1899","KIAA1737"
"1900","OR4A5"
"1901","PTMA"
"1902","GLIS1"
"1903","PRDM11"
"1904","NAPA"
"1905","LIPF"
"1906","DIRAS3"
"1907","ASGR2"
"1908","PIK3R4"
"1909","C1QTNF4"
"1910","NDUFV3"
"1911","ARMC3"
"1912","BTBD3"
"1913","UBE2NL"
"1914","PPP1R2"
"1915","FOSL2"
"1916","FAM119A"
"1917","TUBA4A"
"1918","EPPK1"
"1919","RHPN1"
"1920","KRTAP12-1"
"1921","EEF2"
"1922","ZDHHC11"
"1923","EPHA3"
"1924","RBM12"
"1925","H2AFJ"
"1926","EDIL3"
"1927","TMEM150C"
"1928","SERGEF"
"1929","KIF26A"
"1930","B3GALT4"
"1931","OSCAR"
"1932","NPFF"
"1933","TMEM155"
"1934","DEDD"
"1935","SCYL2"
"1936","PTPN1"
"1937","SKAP1"
"1938","LEAP2"
"1939","GADD45G"
"1940","PILRB"
"1941","IFITM3"
"1942","SLU7"
"1943","DSC3"
"1944","DNMT3L"
"1945","AQP7P1"
"1946","PAPD5"
"1947","B3GNT3"
"1948","LHCGR"
"1949","UBE2S"
"1950","SAP130"
"1951","SNORD35A"
"1952","ANAPC11"
"1953","GPR179"
"1954","MAGED4B"
"1955","CD200R1L"
"1956","ATP6V1B2"
"1957","C14orf179"
"1958","CAPZA1"
"1959","LOC646268"
"1960","GLRX3"
"1961","CDYL2"
"1962","AGAP8"
"1963","MOBKL1A"
"1964","HTR2B"
"1965","CRYGD"
"1966","PGRMC1"
"1967","NUS1"
"1968","LOC442132"
"1969","MYOM2"
"1970","FLJ39653"
"1971","CHM"
"1972","ZNF619"
"1973","FAM105A"
"1974","CCNL1"
"1975","TOMM6"
"1976","NAP1L3"
"1977","HMGB3L1"
"1978","C10orf57"
"1979","B3GALNT1"
"1980","TCP10L"
"1981","LOC285768"
"1982","LOC144742"
"1983","GDAP2"
"1984","DMKN"
"1985","COX6B1"
"1986","DNASE2"
"1987","MSH5"
"1988","LGMN"
"1989","USP31"
"1990","C17orf104"
"1991","SDCBP"
"1992","OR13C8"
"1993","NUDT11"
"1994","PYGL"
"1995","SNPH"
"1996","B3GNT4"
"1997","NUBPL"
"1998","NOD1"
"1999","CDH22"
"2000","NUBP1"
"2001","DSCAM"
"2002","C12orf72"
"2003","DGKI"
"2004","FAM136A"
"2005","SLC16A6"
"2006","RIN3"
"2007","AKAP1"
"2008","PSG2"
"2009","PSORS1C1"
"2010","DIP2B"
"2011","KIAA0495"
"2012","PIGA"
"2013","LPA"
"2014","LY75"
"2015","UTS2"
"2016","LOC644936"
"2017","RREB1"
"2018","FRMPD2L1"
"2019","LPHN1"
"2020","SP1"
"2021","TOX4"
"2022","HSPA9"
"2023","APOBEC1"
"2024","SLC35E4"
"2025","SURF1"
"2026","LSM5"
"2027","ZBTB1"
"2028","GTF2F1"
"2029","SRRM3"
"2030","RPS15A"
"2031","DUSP21"
"2032","ZNF876P"
"2033","GINS4"
"2034","MYO15A"
"2035","GIMAP7"
"2036","ATP6V1E2"
"2037","UTP3"
"2038","CKLF"
"2039","PLEKHN1"
"2040","MBNL1"
"2041","NUP160"
"2042","ACSM2A"
"2043","HAND1"
"2044","C16orf90"
"2045","LOC441204"
"2046","SERPINB1"
"2047","GSX1"
"2048","FGA"
"2049","ZNF642"
"2050","IGFBP1"
"2051","SLC1A1"
"2052","FREM3"
"2053","DHX57"
"2054","ZNF766"
"2055","LOC645638"
"2056","PTPN21"
"2057","GDPD3"
"2058","PNPLA5"
"2059","TBR1"
"2060","FAM116A"
"2061","IQGAP1"
"2062","FOS"
"2063","ZNF226"
"2064","FIGNL1"
"2065","C14orf1"
"2066","ZMYND17"
"2067","PUS7"
"2068","TUBB6"
"2069","BAZ2A"
"2070","KCNQ2"
"2071","SECISBP2L"
"2072","40974"
"2073","CT45A5"
"2074","C2orf71"
"2075","PRODH"
"2076","CCDC33"
"2077","RBM11"
"2078","EPHA6"
"2079","SLC43A1"
"2080","NTN1"
"2081","ING4"
"2082","PCDHB10"
"2083","DPH2"
"2084","FCGR2C"
"2085","SPACA4"
"2086","FBXL21"
"2087","DIAPH1"
"2088","ZNF71"
"2089","OR2A42"
"2090","CORO1A"
"2091","CEP76"
"2092","RRM2"
"2093","OS9"
"2094","SLC4A1AP"
"2095","COG5"
"2096","C15orf57"
"2097","COPS8"
"2098","NGLY1"
"2099","NCBP2"
"2100","C17orf42"
"2101","GPSM3"
"2102","SIL1"
"2103","ASB6"
"2104","UNC93A"
"2105","SMAD5OS"
"2106","SNX30"
"2107","A1BG"
"2108","C21orf62"
"2109","LOH12CR2"
"2110","FMO5"
"2111","CEBPG"
"2112","ATRIP"
"2113","TNFRSF1B"
"2114","CLEC1A"
"2115","FAM69A"
"2116","IQSEC1"
"2117","PATZ1"
"2118","RBM22"
"2119","BAG2"
"2120","PAQR5"
"2121","THNSL1"
"2122","SHROOM3"
"2123","JAM2"
"2124","ISM2"
"2125","FIGNL2"
"2126","CBWD3"
"2127","SNRPN"
"2128","ALX4"
"2129","CACNA1S"
"2130","CORIN"
"2131","CD300LB"
"2132","PLEKHG6"
"2133","LRRC40"
"2134","PCDHB16"
"2135","WNT2B"
"2136","MRPL49"
"2137","ASNS"
"2138","SMU1"
"2139","NHLRC4"
"2140","LOC100128338"
"2141","ISG20"
"2142","FLJ46111"
"2143","CCT6P1"
"2144","POLR1D"
"2145","GJD2"
"2146","CASZ1"
"2147","GIN1"
"2148","KRR1"
"2149","CDKN2AIP"
"2150","ANKRD29"
"2151","CXCL1"
"2152","EPM2A"
"2153","PC"
"2154","PDZRN4"
"2155","FAH"
"2156","LOC100130148"
"2157","SNORD68"
"2158","OR51E1"
"2159","DNTTIP1"
"2160","SDHAP3"
"2161","TMEM116"
"2162","PAX8"
"2163","FAM74A2"
"2164","C1orf150"
"2165","LGALS9C"
"2166","SNORA43"
"2167","MRPL40"
"2168","BEX1"
"2169","SLC2A4"
"2170","PKMYT1"
"2171","FEZF2"
"2172","SLC26A9"
"2173","LOC100134713"
"2174","MAP2"
"2175","LYL1"
"2176","LOC100130238"
"2177","SLC25A19"
"2178","LOC100292680"
"2179","NOS3"
"2180","LOC401387"
"2181","ZNF34"
"2182","TMPRSS11F"
"2183","FAM43A"
"2184","MBD3L5"
"2185","FCRL4"
"2186","KLF14"
"2187","FLRT2"
"2188","WRN"
"2189","SDF2"
"2190","DZIP3"
"2191","C9orf125"
"2192","C6orf195"
"2193","NOMO2"
"2194","RIT1"
"2195","SCML1"
"2196","RHBDF2"
"2197","REXO1L1"
"2198","NKX2-4"
"2199","C3orf57"
"2200","FBXW11"
"2201","TMEM201"
"2202","ETAA1"
"2203","AKT1S1"
"2204","LOC646498"
"2205","STL"
"2206","SLC12A5"
"2207","NPIP"
"2208","NRIP3"
"2209","NOS1AP"
"2210","TMX1"
"2211","WDR76"
"2212","SAP30BP"
"2213","DGCR6"
"2214","FAM82B"
"2215","MIR4308"
"2216","MEAF6"
"2217","MAP9"
"2218","DSCR3"
"2219","CXorf36"
"2220","BCDIN3D"
"2221","ZFAND3"
"2222","TTC28AS"
"2223","C7orf43"
"2224","SPSB3"
"2225","FAM133A"
"2226","TMEM198"
"2227","LOC90834"
"2228","SLC39A3"
"2229","DISP2"
"2230","C1orf226"
"2231","FKBP1AP1"
"2232","PI4KAP2"
"2233","MKRN3"
"2234","ADAMTS13"
"2235","C5orf48"
"2236","CBLN3"
"2237","TTYH1"
"2238","C3orf18"
"2239","ZMYND12"
"2240","C18orf25"
"2241","GLB1L3"
"2242","SPATA21"
"2243","ATP13A5"
"2244","RANBP10"
"2245","CD96"
"2246","DENND1C"
"2247","RBMS3"
"2248","SLC41A3"
"2249","DGCR6L"
"2250","TMEM128"
"2251","SSX4B"
"2252","MOBKL2C"
"2253","CSNK1G3"
"2254","TSPAN6"
"2255","MATN2"
"2256","ST6GALNAC2"
"2257","FAM162A"
"2258","GNRHR2"
"2259","MPP3"
"2260","FGL1"
"2261","FGFBP2"
"2262","ARHGEF6"
"2263","TGFBR2"
"2264","ACMSD"
"2265","IL33"
"2266","DEAF1"
"2267","C9orf5"
"2268","MIR1184"
"2269","AMN"
"2270","DEFA6"
"2271","DDX60L"
"2272","LOC100287902"
"2273","RNF212"
"2274","METT5D1"
"2275","CIB1"
"2276","ZNF680"
"2277","TSSK1B"
"2278","TTC23L"
"2279","SNORD17"
"2280","CLDN20"
"2281","LOC152217"
"2282","CTNNAL1"
"2283","TLE6"
"2284","CIT"
"2285","ZNF607"
"2286","HERC4"
"2287","DRAP1"
"2288","PEMT"
"2289","SNORD10"
"2290","RGP1"
"2291","C10orf111"
"2292","ZNF575"
"2293","KCTD7"
"2294","MYO1F"
"2295","RAB11A"
"2296","PLCD3"
"2297","PTBP2"
"2298","C15orf28"
"2299","CLEC18A"
"2300","C19orf60"
"2301","C7orf25"
"2302","VSX2"
"2303","SETD7"
"2304","HOXB9"
"2305","VANGL1"
"2306","CHAF1B"
"2307","NDUFA3"
"2308","KIAA1328"
"2309","SHARPIN"
"2310","TTC23"
"2311","UGP2"
"2312","LOC283070"
"2313","ANKIB1"
"2314","CIRBP"
"2315","SEC14L4"
"2316","OVCH1"
"2317","VPS52"
"2318","PPM1F"
"2319","GPRIN3"
"2320","TSR1"
"2321","SNORA65"
"2322","ZFHX3"
"2323","PCSK5"
"2324","CCDC85A"
"2325","HEMK1"
"2326","PGBD2"
"2327","SCRIB"
"2328","RSRC2"
"2329","AURKC"
"2330","ORM2"
"2331","FAM115A"
"2332","FZD6"
"2333","CUX1"
"2334","UNC119"
"2335","GPX3"
"2336","NOV"
"2337","C19orf76"
"2338","TBCK"
"2339","CABC1"
"2340","CDC42SE2"
"2341","EIF2S2"
"2342","RNF130"
"2343","CKAP5"
"2344","C10orf18"
"2345","TMEM93"
"2346","KCNMB2"
"2347","DYX1C1"
"2348","ANK3"
"2349","KRT5"
"2350","CDH12"
"2351","QRSL1"
"2352","JUB"
"2353","SHC4"
"2354","CCL15"
"2355","CCDC22"
"2356","SNX24"
"2357","RARS"
"2358","MORC2"
"2359","LOC100132288"
"2360","TNXA"
"2361","FAM48A"
"2362","MT1H"
"2363","PPP1R14C"
"2364","FOXD1"
"2365","C1orf213"
"2366","HIST2H2BF"
"2367","DSN1"
"2368","AMT"
"2369","PTPLAD2"
"2370","LOC729234"
"2371","RASL11A"
"2372","GPRC5B"
"2373","DIS3L"
"2374","FRMD7"
"2375","STRN4"
"2376","KITLG"
"2377","LOC100130093"
"2378","HDGF"
"2379","SATL1"
"2380","SETX"
"2381","DDR2"
"2382","KCTD12"
"2383","LYZL2"
"2384","WDR52"
"2385","TMEM2"
"2386","ZNF579"
"2387","TNFSF9"
"2388","PPFIA4"
"2389","MAP4K4"
"2390","CNIH3"
"2391","ROD1"
"2392","ALS2CR12"
"2393","DOCK3"
"2394","FLJ22184"
"2395","STX16"
"2396","PAQR9"
"2397","KIF21B"
"2398","FEZ2"
"2399","DLAT"
"2400","CDC5L"
"2401","TMEM119"
"2402","CRIP3"
"2403","LOC285205"
"2404","PRR23B"
"2405","TEPP"
"2406","GNGT2"
"2407","APLF"
"2408","WNK1"
"2409","GSDMD"
"2410","PPA1"
"2411","OR51B5"
"2412","HAS1"
"2413","ST7"
"2414","C6orf186"
"2415","C11orf46"
"2416","POPDC3"
"2417","ACOX2"
"2418","ATCAY"
"2419","TM4SF19"
"2420","MFSD9"
"2421","STAG3L4"
"2422","PDHB"
"2423","ERN1"
"2424","GPR111"
"2425","NOTCH3"
"2426","ADAMTS5"
"2427","B3GALT1"
"2428","FAM58A"
"2429","CALHM2"
"2430","FBXO32"
"2431","PCDHGA6"
"2432","CLPP"
"2433","NXPH1"
"2434","MTMR3"
"2435","NCRNA00162"
"2436","ATP1B3"
"2437","TRIM25"
"2438","HIST1H3F"
"2439","SDCBP2"
"2440","HOXB2"
"2441","CRKL"
"2442","GATM"
"2443","ANP32B"
"2444","RASA3"
"2445","AP4E1"
"2446","PGD"
"2447","CDKN3"
"2448","CDH4"
"2449","RND1"
"2450","MPG"
"2451","GAD1"
"2452","ZNF133"
"2453","SERPINB12"
"2454","ITPRIP"
"2455","AMELY"
"2456","FRG2B"
"2457","DHX36"
"2458","PHTF2"
"2459","CCDC112"
"2460","LOC644172"
"2461","IQCC"
"2462","HEYL"
"2463","FTSJ2"
"2464","APPL1"
"2465","WAC"
"2466","RAB43"
"2467","ADCY9"
"2468","PYCRL"
"2469","SLC22A9"
"2470","ZNF816"
"2471","TAS2R20"
"2472","CELF4"
"2473","PDYN"
"2474","CDKAL1"
"2475","VAV3"
"2476","MTMR11"
"2477","DAPL1"
"2478","STXBP3"
"2479","EIF3G"
"2480","ARHGAP22"
"2481","NPC1"
"2482","ALDH9A1"
"2483","ZNF600"
"2484","ZNF678"
"2485","RASSF1"
"2486","PITPNB"
"2487","ADD2"
"2488","PKD2L2"
"2489","CARKD"
"2490","LRP11"
"2491","C2orf66"
"2492","CDKL1"
"2493","SMEK2"
"2494","PRODH2"
"2495","C11orf54"
"2496","IL7"
"2497","ATMIN"
"2498","BTG3"
"2499","PAK2"
"2500","GATA4"
"2501","ATP2B1"
"2502","PPIAL4G"
"2503","PARM1"
"2504","C1orf172"
"2505","ATF7IP2"
"2506","SLC25A43"
"2507","IGF2BP1"
"2508","FCHSD1"
"2509","CAMK2N2"
"2510","ELAVL3"
"2511","NBPF15"
"2512","UBE2J2"
"2513","SCXA"
"2514","TCP10L2"
"2515","GNL2"
"2516","CDX1"
"2517","PRR3"
"2518","KLHL24"
"2519","CCDC88A"
"2520","SGPP1"
"2521","C10orf11"
"2522","SLC35B4"
"2523","UGT3A2"
"2524","ARNT2"
"2525","ITPR3"
"2526","CBR1"
"2527","TRAPPC6B"
"2528","LOC284100"
"2529","AMZ1"
"2530","NCRNA00175"
"2531","ZNHIT6"
"2532","TP53TG5"
"2533","WDSUB1"
"2534","APBA1"
"2535","NCRNA00265"
"2536","RAB2A"
"2537","C6orf162"
"2538","HPSE2"
"2539","PLCE1"
"2540","INSL3"
"2541","PTPLA"
"2542","DLG1"
"2543","TFIP11"
"2544","PIGX"
"2545","FIBIN"
"2546","POLR2G"
"2547","GRAP2"
"2548","KPNA7"
"2549","OSTCL"
"2550","CNBP"
"2551","RTKN2"
"2552","WASF1"
"2553","LST-3TM12"
"2554","INPP5E"
"2555","HSPB1"
"2556","ZCCHC16"
"2557","NCRNA00185"
"2558","CUBN"
"2559","IGF1"
"2560","ITPK1"
"2561","NAALAD2"
"2562","G3BP1"
"2563","BCAR4"
"2564","NT5DC1"
"2565","CYP39A1"
"2566","TMEM139"
"2567","POLK"
"2568","RBM15"
"2569","AMZ2"
"2570","GDF15"
"2571","DAZ3"
"2572","LOC440518"
"2573","MESDC2"
"2574","GZMM"
"2575","LOC727896"
"2576","PAIP1"
"2577","STK32C"
"2578","LOC642597"
"2579","CACNA2D1"
"2580","SH3BP4"
"2581","PADI1"
"2582","41244"
"2583","UBB"
"2584","PON3"
"2585","ADCK1"
"2586","ANKRD13B"
"2587","TCF25"
"2588","SLC38A5"
"2589","RPPH1"
"2590","CXorf26"
"2591","C19orf39"
"2592","PPP1R13B"
"2593","TCL6"
"2594","ARL2"
"2595","TFAMP1"
"2596","FLJ35024"
"2597","TOP3A"
"2598","SLC16A14"
"2599","FXYD6"
"2600","HIST1H4E"
"2601","BBC3"
"2602","UNC5A"
"2603","FAM86C"
"2604","NCRNA00219"
"2605","PI4KB"
"2606","B3GAT1"
"2607","SUSD2"
"2608","SNORA70G"
"2609","OAZ2"
"2610","NOC4L"
"2611","C10orf12"
"2612","FADS1"
"2613","DKK2"
"2614","KIAA1949"
"2615","RHOT1"
"2616","OXT"
"2617","LEUTX"
"2618","GPR153"
"2619","ARL4A"
"2620","SAAL1"
"2621","CCDC64"
"2622","TMEM14E"
"2623","USE1"
"2624","PCGF3"
"2625","HNMT"
"2626","CYP2C19"
"2627","ASPRV1"
"2628","C20orf4"
